Geneid,LNCAP_Hypoxia_S1,LNCAP_Hypoxia_S2,LNCAP_Normoxia_S1,LNCAP_Normoxia_S2,PC3_Hypoxia_S1,PC3_Hypoxia_S2,PC3_Normoxia_S1,PC3_Normoxia_S2
ENSG00000293516,471,584,718,983,99,35,42,134
ENSG00000293517,53,85,54,88,0,0,0,1
ENSG00000293518,1,1,1,2,0,2,3,11
ENSG00000293519,0,0,0,0,0,0,0,0
ENSG00000293526,0,0,0,0,0,0,0,0
ENSG00000293527,3,0,0,0,0,0,0,0
ENSG00000293528,0,0,0,0,0,0,0,0
ENSG00000293529,0,0,0,1,0,0,1,1
ENSG00000293534,0,0,0,1,0,0,0,0
ENSG00000293535,0,0,0,0,0,0,0,1
ENSG00000293537,2,2,1,3,0,0,0,0
ENSG00000293538,0,0,0,0,0,0,0,0
ENSG00000293539,54,61,105,98,0,0,0,0
ENSG00000293540,0,0,0,0,0,0,0,0
ENSG00000293541,3,1,2,4,1,2,1,1
ENSG00000293542,0,0,0,0,0,0,0,0
ENSG00000293543,1,1,0,0,0,0,0,0
ENSG00000293544,0,0,0,0,0,0,0,0
ENSG00000293546,0,10,5,8,0,0,1,7
ENSG00000293548,3,4,6,14,3,0,1,8
ENSG00000293550,164,224,196,215,5,3,5,14
ENSG00000293553,0,0,0,0,0,0,0,0
ENSG00000293554,0,0,0,0,0,0,0,0
ENSG00000293555,0,0,0,1,0,0,0,0
ENSG00000293556,0,1,0,0,0,0,0,0
ENSG00000293557,60,68,14,18,0,0,0,0
ENSG00000293558,0,0,0,0,0,0,0,0
ENSG00000293559,0,0,1,2,1,0,0,1
ENSG00000293560,2,5,3,6,11,7,2,9
ENSG00000293562,0,0,0,0,0,0,0,0
ENSG00000293563,0,0,0,0,0,0,0,0
ENSG00000293564,0,0,0,0,0,0,0,0
ENSG00000293565,0,0,0,0,0,0,0,0
ENSG00000293568,10,10,1,0,13,2,4,16
ENSG00000293569,0,0,0,1,2,0,1,2
ENSG00000293570,554,633,3250,3661,1,0,1,0
ENSG00000293571,0,0,1,1,0,0,0,0
ENSG00000293573,0,0,0,1,0,0,0,0
ENSG00000293574,0,0,0,2,0,0,0,0
ENSG00000293575,0,0,0,0,0,0,0,0
ENSG00000293576,0,0,1,0,4,2,3,14
ENSG00000293580,0,0,0,0,0,0,0,0
ENSG00000293581,0,1,0,0,0,0,0,0
ENSG00000293584,0,0,0,0,0,0,0,0
ENSG00000293586,0,1,0,3,0,1,0,0
ENSG00000293587,0,0,0,0,0,0,0,0
ENSG00000293588,1,0,0,0,1,0,0,0
ENSG00000293591,0,0,0,0,1,1,0,3
ENSG00000293592,0,0,0,1,50,17,9,38
ENSG00000293594,0,0,0,0,0,0,0,0
ENSG00000293595,0,0,0,0,0,0,0,0
ENSG00000293596,0,0,0,0,0,0,0,0
ENSG00000293597,0,0,0,0,1,0,0,0
ENSG00000293599,7,6,0,1,1,0,0,0
ENSG00000293600,0,0,0,0,0,0,0,0
ENSG00000293605,0,0,0,0,0,0,0,0
ENSG00000293606,0,0,0,0,0,0,0,0
ENSG00000293607,0,1,0,0,0,0,0,0
ENSG00000293608,1,0,0,0,1,1,0,0
ENSG00000293609,0,0,0,0,0,0,0,0
ENSG00000293610,1,0,0,0,0,0,0,0
ENSG00000293611,0,0,0,0,1,0,0,0
ENSG00000293612,3,19,7,5,2,0,1,6
ENSG00000293613,0,0,0,0,0,0,0,0
ENSG00000293614,0,0,0,0,0,0,0,1
ENSG00000293615,0,0,2,2,0,0,0,0
ENSG00000293616,514,613,399,508,142,39,66,177
ENSG00000293618,0,0,0,0,0,0,0,0
ENSG00000293619,0,0,0,0,0,0,0,0
ENSG00000293621,23,26,26,25,22,11,8,38
ENSG00000293623,1,2,2,2,0,0,0,0
ENSG00000293624,0,0,0,0,0,0,0,0
ENSG00000293625,6,1,0,5,0,0,0,0
ENSG00000293626,0,0,0,0,0,0,0,0
ENSG00000293627,0,4,1,19,3,3,1,2
ENSG00000293628,0,0,0,0,0,0,0,0
ENSG00000293629,0,0,0,0,0,0,0,0
ENSG00000293630,1,0,0,0,0,0,0,0
ENSG00000293636,221,183,65,65,12,3,9,28
ENSG00000293642,5,6,3,3,0,0,0,0
ENSG00000293643,0,0,0,0,0,0,0,0
ENSG00000293644,0,0,0,0,0,0,0,0
ENSG00000293645,0,0,0,0,0,0,0,0
ENSG00000293647,0,0,0,0,0,0,0,0
ENSG00000293648,0,0,0,0,0,0,0,0
ENSG00000293650,0,0,0,0,0,0,0,0
ENSG00000293651,0,1,3,0,0,0,0,0
ENSG00000293652,0,0,0,0,0,0,0,0
ENSG00000293653,0,0,0,0,0,0,0,0
ENSG00000293654,0,0,0,0,0,0,0,0
ENSG00000293655,0,0,0,0,0,0,0,0
ENSG00000293656,6,1,0,3,1,1,0,4
ENSG00000293657,0,0,0,0,0,0,0,0
ENSG00000293659,0,1,0,1,0,0,0,0
ENSG00000293660,0,0,0,4,0,0,0,0
ENSG00000293661,0,0,0,0,0,0,0,0
ENSG00000293662,1,0,0,0,0,0,0,0
ENSG00000293663,0,0,0,0,0,0,0,0
ENSG00000293664,70,82,131,166,3,4,7,17
ENSG00000293667,0,0,0,0,0,0,0,0
ENSG00000293668,0,0,0,0,0,0,0,0
ENSG00000293669,109,100,63,82,63,26,33,71
ENSG00000293670,2,2,0,0,0,0,0,1
ENSG00000293671,0,0,0,0,0,0,0,0
ENSG00000293672,0,0,0,0,0,0,0,0
ENSG00000293673,0,0,0,0,0,0,0,0
ENSG00000293674,0,0,0,0,0,0,0,0
ENSG00000293676,0,2,4,2,2,2,2,6
ENSG00000293677,0,0,0,0,0,0,0,0
ENSG00000293678,0,0,0,0,4,1,1,2
ENSG00000293679,0,0,0,0,0,0,0,0
ENSG00000293680,0,0,0,0,0,0,0,0
ENSG00000293681,0,0,0,0,0,0,0,0
ENSG00000293682,0,0,0,0,0,0,0,0
ENSG00000293683,13,5,4,8,0,1,3,2
ENSG00000293684,0,0,0,0,0,0,0,0
ENSG00000293685,0,0,0,0,0,0,0,0
ENSG00000293686,0,0,0,0,0,0,0,0
ENSG00000293687,0,0,0,0,0,0,0,0
ENSG00000293688,1,0,2,2,2,0,0,3
ENSG00000293689,12,3,11,15,0,0,0,0
ENSG00000293690,0,0,0,0,0,0,0,0
ENSG00000293691,4,10,6,10,0,0,0,0
ENSG00000293692,0,0,0,0,0,0,0,0
ENSG00000293693,0,0,0,0,1,0,1,2
ENSG00000293694,0,0,0,0,0,0,0,0
ENSG00000293695,0,0,0,0,0,0,0,0
ENSG00000293696,1,4,1,3,0,0,0,2
ENSG00000293697,15,13,43,41,27,4,20,52
ENSG00000293698,0,0,0,0,0,0,0,0
ENSG00000293699,0,0,2,1,1,0,0,1
ENSG00000293700,0,0,0,0,0,0,0,0
ENSG00000293701,0,0,0,0,3,0,0,3
ENSG00000293702,1,1,0,0,0,0,0,0
ENSG00000293703,0,0,0,0,0,0,0,2
ENSG00000293704,0,0,0,0,0,0,0,0
ENSG00000293705,0,0,0,0,0,0,0,0
ENSG00000293706,0,0,0,0,0,0,0,0
ENSG00000293707,35,48,95,100,3,0,3,8
ENSG00000293708,0,0,0,1,0,0,0,0
ENSG00000293709,0,0,0,0,0,0,0,0
ENSG00000293710,0,3,2,1,7,0,1,3
ENSG00000293711,0,0,0,0,1,0,0,0
ENSG00000293712,0,0,0,0,0,0,0,0
ENSG00000293713,0,0,0,0,0,0,0,0
ENSG00000293714,0,0,0,0,0,0,0,0
ENSG00000293715,0,0,0,0,0,0,0,0
ENSG00000293716,0,0,1,5,0,0,0,0
ENSG00000293717,0,3,0,1,0,1,0,4
ENSG00000293718,0,0,0,0,0,0,0,0
ENSG00000293719,0,1,1,0,0,0,0,0
ENSG00000293720,0,0,0,0,0,0,0,0
ENSG00000293721,1,0,0,1,0,0,0,0
ENSG00000293723,0,0,0,0,0,0,1,0
ENSG00000293724,0,0,1,0,103,37,42,88
ENSG00000293725,0,0,0,0,0,0,0,0
ENSG00000293726,0,0,0,0,0,0,0,0
ENSG00000293727,9,10,5,2,0,0,0,0
ENSG00000293728,74,108,55,58,8,6,3,7
ENSG00000293729,0,0,0,0,0,0,0,0
ENSG00000293730,0,0,0,0,0,0,0,0
ENSG00000293731,0,0,0,0,0,0,0,1
ENSG00000293732,0,0,0,0,0,0,0,0
ENSG00000293733,0,0,0,0,0,0,0,0
ENSG00000293734,1,1,2,1,1,1,0,5
ENSG00000293735,0,0,0,0,0,0,0,0
ENSG00000293736,0,0,0,1,0,0,0,2
ENSG00000293737,4,6,9,2,0,0,0,0
ENSG00000293738,4,5,2,5,3,6,8,18
ENSG00000293739,0,0,0,0,0,0,0,0
ENSG00000293740,0,0,0,0,0,0,0,0
ENSG00000293741,0,0,0,0,2,0,1,2
ENSG00000293742,10,4,4,12,1,0,2,1
ENSG00000293743,1,0,0,3,0,1,0,1
ENSG00000293744,0,0,0,0,0,0,0,0
ENSG00000293745,9,15,14,5,0,0,0,0
ENSG00000293746,0,2,0,0,2,0,0,0
ENSG00000293747,0,0,0,0,0,0,0,0
ENSG00000293748,0,0,0,0,0,0,0,1
ENSG00000293749,0,0,0,0,0,0,0,0
ENSG00000293750,0,0,0,0,0,0,0,0
ENSG00000293751,63,72,59,97,38,16,12,24
ENSG00000293752,0,0,0,0,0,0,0,1
ENSG00000293753,0,0,0,0,0,0,0,0
ENSG00000293754,21,25,68,48,1,0,0,1
ENSG00000293755,0,0,1,0,1,0,1,5
ENSG00000293756,0,0,0,0,1,0,0,0
ENSG00000293757,0,0,0,0,0,0,0,1
ENSG00000293758,0,0,0,0,0,0,0,0
ENSG00000293759,18,18,25,42,5,1,4,4
ENSG00000293760,0,0,0,0,1,0,1,2
ENSG00000293761,30,42,26,19,4,2,8,12
ENSG00000293762,0,0,0,0,0,0,0,0
ENSG00000293763,0,0,0,0,0,0,0,0
ENSG00000293764,1,0,2,1,0,0,0,2
ENSG00000293765,0,0,0,0,1,0,1,0
ENSG00000293766,0,0,0,0,0,0,0,0
ENSG00000293767,0,0,0,0,1,0,0,0
ENSG00000293768,1,0,0,0,0,0,0,0
ENSG00000293769,0,2,0,0,6,4,2,6
ENSG00000293770,0,0,0,0,0,0,0,1
ENSG00000293771,4,2,5,7,0,0,0,4
ENSG00000293772,0,0,0,0,0,0,0,0
ENSG00000293773,0,0,0,0,0,0,0,0
ENSG00000293774,0,0,0,0,0,0,0,0
ENSG00000293775,0,0,0,0,0,0,0,0
ENSG00000293776,0,0,0,0,0,0,0,2
ENSG00000293777,0,0,0,0,0,0,0,0
ENSG00000293778,0,1,0,0,0,0,2,0
ENSG00000293779,0,0,0,0,0,0,0,0
ENSG00000293780,0,0,0,0,0,0,0,0
ENSG00000293781,0,0,0,0,0,0,0,0
ENSG00000293782,0,0,0,1,0,0,0,0
ENSG00000293783,0,0,0,0,0,0,0,0
ENSG00000293784,0,0,0,0,0,0,0,0
ENSG00000293785,0,0,0,0,0,0,0,0
ENSG00000293786,0,0,0,0,0,0,0,0
ENSG00000293787,0,0,0,0,1,0,0,0
ENSG00000293788,0,0,0,0,0,0,0,0
ENSG00000293789,0,1,0,0,0,0,0,0
ENSG00000293790,0,0,0,0,0,0,0,0
ENSG00000293791,3,5,5,9,0,0,1,1
ENSG00000293792,0,0,0,0,0,0,0,0
ENSG00000293793,0,0,0,0,0,0,0,0
ENSG00000293794,0,0,0,0,12,6,1,7
ENSG00000293795,2,0,0,3,3,1,0,2
ENSG00000293796,0,0,0,0,0,0,0,1
ENSG00000293797,0,0,0,0,0,0,0,0
ENSG00000293798,0,0,3,0,0,0,0,0
ENSG00000293799,0,0,1,0,0,0,0,1
ENSG00000293800,0,0,0,0,0,0,0,0
ENSG00000293801,11,24,6,25,20,4,3,12
ENSG00000293802,0,0,0,0,0,0,0,0
ENSG00000293803,0,0,2,0,0,0,0,0
ENSG00000293804,0,0,0,0,0,0,0,0
ENSG00000293805,0,0,0,0,0,0,0,0
ENSG00000293806,1,0,1,2,0,0,0,1
ENSG00000293807,0,0,0,0,0,0,0,0
ENSG00000293808,0,0,0,0,2,6,5,5
ENSG00000293809,10,15,17,20,3,3,0,6
ENSG00000293810,0,0,0,0,0,0,0,0
ENSG00000293811,0,0,0,0,0,0,0,0
ENSG00000293812,0,0,0,0,0,0,0,0
ENSG00000293813,0,1,0,0,0,0,0,0
ENSG00000293814,0,0,0,0,0,0,0,0
ENSG00000293815,0,0,0,0,0,0,0,0
ENSG00000293816,0,0,0,0,0,0,0,0
ENSG00000293817,4,11,14,15,14,1,7,26
ENSG00000293818,0,2,0,0,1,0,2,4
ENSG00000293819,1,5,7,4,1,2,0,1
ENSG00000293820,0,0,0,0,1,0,0,0
ENSG00000293821,0,0,0,0,0,0,0,0
ENSG00000293822,0,0,0,0,0,0,0,0
ENSG00000293823,0,0,0,0,0,0,2,1
ENSG00000293824,0,0,0,0,6,3,0,5
ENSG00000293825,0,0,0,0,0,0,0,0
ENSG00000293826,0,0,0,0,0,0,0,2
ENSG00000293827,0,0,0,0,0,0,0,0
ENSG00000293828,0,0,0,0,0,0,0,0
ENSG00000293829,0,0,0,0,0,0,0,0
ENSG00000293830,0,0,0,0,0,0,0,0
ENSG00000293831,2,1,0,0,0,0,1,2
ENSG00000293832,3,4,2,1,0,0,0,0
ENSG00000293833,0,1,0,0,0,0,0,0
ENSG00000293834,0,0,0,0,0,0,0,0
ENSG00000293835,0,0,1,0,3,0,1,1
ENSG00000293836,0,0,0,0,2,1,0,2
ENSG00000293837,0,0,0,0,1,0,1,1
ENSG00000293838,0,0,0,0,2,0,0,0
ENSG00000293839,0,0,0,0,0,0,0,0
ENSG00000293840,0,0,0,0,0,0,0,0
ENSG00000293841,0,0,0,0,0,0,0,0
ENSG00000293842,0,0,0,0,0,0,0,0
ENSG00000293843,0,0,0,0,0,0,0,0
ENSG00000293844,0,0,0,0,0,0,0,0
ENSG00000293845,0,0,0,0,0,0,0,0
ENSG00000293846,0,0,0,0,0,0,0,0
ENSG00000293847,9,9,2,8,2,0,4,4
ENSG00000293848,1,0,0,0,0,0,0,0
ENSG00000293849,0,0,0,0,0,0,0,1
ENSG00000293850,0,0,0,0,0,0,0,0
ENSG00000293851,0,1,0,0,2,0,0,1
ENSG00000293852,0,0,0,0,0,0,0,0
ENSG00000293853,0,0,0,0,0,0,0,0
ENSG00000293854,0,1,0,0,0,0,0,0
ENSG00000293855,0,0,0,0,0,1,0,2
ENSG00000293856,0,0,0,0,0,0,0,0
ENSG00000293857,0,0,0,0,0,0,0,0
ENSG00000293858,0,0,0,0,0,0,0,0
ENSG00000293859,0,0,0,0,0,0,0,0
ENSG00000293860,0,0,0,0,0,0,0,0
ENSG00000293861,0,0,0,0,53,11,12,30
ENSG00000293862,0,0,0,1,2,3,0,4
ENSG00000293863,0,0,1,0,0,0,0,0
ENSG00000293864,0,0,0,0,0,0,0,0
ENSG00000293865,9,10,0,0,0,0,0,0
ENSG00000293866,0,2,0,1,0,0,1,0
ENSG00000293867,0,0,0,0,0,0,0,0
ENSG00000293868,0,0,0,0,0,0,0,0
ENSG00000293869,1,3,1,0,6,3,0,6
ENSG00000293870,4,6,5,3,0,0,1,2
ENSG00000293871,0,0,0,1,0,0,0,0
ENSG00000293872,0,0,0,0,0,0,0,0
ENSG00000293873,0,1,0,0,1,0,0,2
ENSG00000293874,0,0,0,0,0,1,0,0
ENSG00000293875,0,0,0,0,0,0,0,0
ENSG00000293876,1,0,0,2,0,0,0,0
ENSG00000293877,0,0,0,0,6,0,3,6
ENSG00000293878,0,0,0,0,0,0,0,0
ENSG00000293879,79,61,144,166,15,9,8,31
ENSG00000293880,0,1,0,2,0,0,0,0
ENSG00000293881,0,0,0,2,38,15,19,45
ENSG00000293882,0,0,0,0,0,0,0,0
ENSG00000293883,0,0,0,0,1,0,0,0
ENSG00000293884,9,4,3,10,1,0,0,1
ENSG00000293885,0,0,0,0,1,0,0,1
ENSG00000293886,0,0,0,0,1,0,1,0
ENSG00000293887,0,0,0,0,0,0,0,0
ENSG00000293888,14,10,31,42,1,0,1,0
ENSG00000293889,0,1,0,0,1,0,1,2
ENSG00000293890,0,0,0,0,0,0,0,0
ENSG00000293891,4,3,0,0,2,0,3,5
ENSG00000293892,1,4,1,0,0,0,0,0
ENSG00000293893,0,0,0,2,1,0,0,0
ENSG00000293894,0,0,0,0,0,0,0,0
ENSG00000293895,0,0,0,0,0,0,0,0
ENSG00000293896,0,0,0,0,0,0,0,0
ENSG00000293897,0,0,0,0,0,0,0,0
ENSG00000293898,4,5,2,4,2,0,0,0
ENSG00000293899,1,1,0,0,0,1,0,0
ENSG00000293900,0,0,1,0,2,0,0,0
ENSG00000293901,0,0,0,0,0,0,0,0
ENSG00000293902,28,26,42,52,2,0,0,2
ENSG00000293903,1,0,0,0,0,0,0,0
ENSG00000293904,0,0,0,0,0,0,0,0
ENSG00000293905,1,3,2,2,0,1,1,0
ENSG00000293906,0,0,0,2,0,0,2,2
ENSG00000293907,0,0,0,0,0,0,0,0
ENSG00000293908,3,0,0,0,0,0,0,0
ENSG00000293909,0,0,0,0,2,2,1,3
ENSG00000293910,1,0,0,4,0,1,0,0
ENSG00000293911,0,0,0,0,0,0,1,1
ENSG00000293912,0,0,2,2,0,0,1,1
ENSG00000293913,0,0,0,0,0,0,0,0
ENSG00000293914,0,1,0,0,0,0,0,0
ENSG00000293915,0,2,0,1,0,0,0,0
ENSG00000293916,0,0,0,0,0,0,0,0
ENSG00000293917,24,21,20,5,7,5,1,5
ENSG00000293918,0,0,0,0,3,0,0,2
ENSG00000293919,150,217,183,216,0,0,0,0
ENSG00000293920,0,0,0,0,0,0,0,0
ENSG00000293921,0,0,0,0,0,0,0,0
ENSG00000293922,1,1,8,16,3,0,0,1
ENSG00000293923,0,0,0,0,0,0,2,2
ENSG00000293924,9,7,27,36,2,0,0,0
ENSG00000293925,3,3,3,1,1,0,0,1
ENSG00000293926,0,0,0,0,0,0,0,0
ENSG00000293927,0,0,0,0,0,0,0,0
ENSG00000293928,0,0,0,1,0,0,0,1
ENSG00000293929,4,0,0,0,0,0,0,1
ENSG00000293930,65,78,125,161,10,5,5,20
ENSG00000293931,0,0,0,0,0,0,0,0
ENSG00000293932,0,0,0,0,3,0,1,0
ENSG00000293933,0,0,0,0,1,0,0,1
ENSG00000293934,0,0,0,0,0,0,0,0
ENSG00000293935,0,0,0,0,0,0,0,0
ENSG00000293936,0,0,0,0,3,0,2,4
ENSG00000293937,0,0,0,1,0,1,0,1
ENSG00000293938,0,0,0,0,0,0,0,0
ENSG00000293939,2,8,1,4,0,0,0,0
ENSG00000293940,0,0,0,0,0,0,0,0
ENSG00000293941,0,0,0,0,0,0,0,0
ENSG00000293942,0,0,2,1,0,0,0,0
ENSG00000293943,0,0,0,0,0,0,1,0
ENSG00000293944,0,0,0,0,5,1,4,4
ENSG00000293945,20,15,34,39,6,1,1,6
ENSG00000293946,0,0,0,0,0,1,0,2
ENSG00000293947,1,0,0,0,0,0,0,0
ENSG00000293948,0,0,0,0,0,0,0,0
ENSG00000293949,0,4,3,2,0,0,1,0
ENSG00000293950,1,1,0,1,0,0,0,0
ENSG00000293951,2,0,1,0,0,0,0,0
ENSG00000293952,0,0,0,0,0,0,0,0
ENSG00000293953,0,0,2,2,19,2,1,14
ENSG00000293954,0,0,0,0,0,0,0,0
ENSG00000293955,6,12,7,6,4,0,2,3
ENSG00000293956,1,1,1,0,1,0,1,1
ENSG00000293957,15,18,18,15,22,4,7,24
ENSG00000293958,0,0,1,0,0,0,0,0
ENSG00000293959,15,10,13,14,8,2,4,9
ENSG00000293960,0,0,1,0,0,0,0,0
ENSG00000293961,0,0,0,0,0,0,0,0
ENSG00000293962,0,1,1,4,0,0,0,0
ENSG00000293963,0,0,0,0,0,0,0,0
ENSG00000293964,0,0,0,0,1,0,0,0
ENSG00000293965,0,0,0,0,0,0,0,0
ENSG00000293966,0,0,0,2,0,0,0,0
ENSG00000293967,0,0,2,5,0,0,0,0
ENSG00000293968,0,0,0,0,0,0,0,0
ENSG00000293969,7,8,7,8,0,0,0,0
ENSG00000293970,94,110,80,59,53,18,8,31
ENSG00000293971,0,0,0,0,0,0,0,0
ENSG00000293972,0,0,0,0,0,0,0,0
ENSG00000293973,0,0,0,1,0,0,0,0
ENSG00000293974,35,40,10,18,4,1,4,3
ENSG00000293975,0,0,0,0,0,0,0,0
ENSG00000293976,0,0,1,0,0,0,0,0
ENSG00000293977,0,1,1,2,1,0,0,1
ENSG00000293978,3,1,4,11,3,0,2,1
ENSG00000293979,0,0,0,0,0,0,0,0
ENSG00000293980,0,0,0,0,0,0,0,0
ENSG00000293981,3,4,6,2,0,0,0,0
ENSG00000293982,0,2,3,7,1,0,1,2
ENSG00000293983,0,0,0,0,8,0,2,3
ENSG00000293984,0,0,0,0,1,0,0,2
ENSG00000293985,0,0,0,0,0,0,0,0
ENSG00000293986,0,0,0,0,1,0,0,0
ENSG00000293987,1,0,2,0,0,0,0,0
ENSG00000293988,0,0,0,4,0,0,0,1
ENSG00000293989,6,6,16,12,2,1,1,3
ENSG00000293990,0,0,0,1,0,0,0,0
ENSG00000293991,0,0,0,0,0,0,0,0
ENSG00000293992,59,81,46,59,28,8,11,36
ENSG00000293993,1,1,3,1,17,5,2,9
ENSG00000293994,0,0,0,0,0,0,0,0
ENSG00000293995,0,0,0,0,0,0,0,0
ENSG00000293996,0,1,0,0,0,0,0,0
ENSG00000293997,0,0,0,0,0,0,1,1
ENSG00000293998,0,0,0,0,0,0,0,0
ENSG00000293999,0,0,0,0,1,0,1,0
ENSG00000294000,0,0,0,0,0,0,0,0
ENSG00000294001,0,0,0,0,0,0,0,0
ENSG00000294002,0,0,0,0,0,0,0,0
ENSG00000294003,4,2,0,1,0,0,1,1
ENSG00000294004,0,2,1,0,0,0,0,0
ENSG00000294005,0,0,0,0,0,0,0,0
ENSG00000294006,0,0,2,0,0,0,1,2
ENSG00000294007,0,0,0,0,0,0,0,0
ENSG00000294008,138,158,146,181,10,5,1,4
ENSG00000294009,0,0,0,0,1,0,0,2
ENSG00000294010,0,0,0,0,1,0,2,2
ENSG00000294011,2,0,0,2,1,0,0,3
ENSG00000294012,0,0,0,1,1,0,0,0
ENSG00000294013,0,0,0,0,0,0,0,4
ENSG00000294014,0,0,0,0,1,0,0,0
ENSG00000294015,0,0,0,0,0,0,0,0
ENSG00000294016,0,1,0,0,0,0,0,0
ENSG00000294017,9,9,14,5,12,3,6,11
ENSG00000294018,0,0,0,0,0,0,0,0
ENSG00000294019,0,0,0,0,0,0,0,0
ENSG00000294020,46,57,13,25,11,7,1,4
ENSG00000294021,0,0,0,0,0,0,0,0
ENSG00000294022,0,0,0,0,0,0,0,0
ENSG00000294023,0,0,0,0,3,1,1,0
ENSG00000294024,1,1,1,2,0,0,0,0
ENSG00000294025,4,7,6,5,0,0,1,1
ENSG00000294026,0,0,1,2,0,0,0,0
ENSG00000294027,0,0,0,0,0,0,0,0
ENSG00000294028,0,2,8,5,4,1,1,4
ENSG00000294029,0,0,0,0,0,0,0,0
ENSG00000294030,0,0,0,0,0,0,0,0
ENSG00000294031,0,0,0,0,0,0,0,1
ENSG00000294032,0,1,1,0,0,0,0,0
ENSG00000294033,0,0,1,2,0,0,0,0
ENSG00000294034,0,0,1,0,0,0,0,0
ENSG00000294035,0,0,0,0,0,0,0,0
ENSG00000294036,0,0,0,0,0,0,0,0
ENSG00000294037,0,0,0,0,1,0,0,1
ENSG00000294039,0,0,0,0,0,0,0,0
ENSG00000294040,0,1,0,0,0,0,1,1
ENSG00000294041,0,0,0,0,0,0,0,1
ENSG00000294042,0,0,0,0,0,0,0,0
ENSG00000294043,0,0,0,0,2,0,0,0
ENSG00000294044,0,0,0,0,0,0,0,0
ENSG00000294045,0,0,0,0,0,0,0,0
ENSG00000294046,0,0,0,0,0,0,0,0
ENSG00000294047,0,0,0,0,0,0,0,0
ENSG00000294048,0,0,0,1,1,0,1,3
ENSG00000294049,1,0,0,0,0,0,0,0
ENSG00000294050,0,0,0,0,0,0,0,0
ENSG00000294051,0,0,0,0,3,0,0,1
ENSG00000294052,0,1,0,0,0,0,0,0
ENSG00000294053,0,0,0,0,2,0,0,0
ENSG00000294054,0,1,0,0,0,0,0,0
ENSG00000294055,0,0,0,0,0,0,0,0
ENSG00000294056,0,1,1,0,1,0,0,0
ENSG00000294057,2,2,1,6,4,4,3,16
ENSG00000294058,0,0,0,0,5,0,0,1
ENSG00000294059,0,0,0,0,0,1,0,0
ENSG00000294060,0,0,0,0,0,0,0,0
ENSG00000294061,0,0,0,0,0,0,0,0
ENSG00000294062,1,1,1,2,0,0,0,0
ENSG00000294063,30,36,41,61,35,9,8,9
ENSG00000294064,0,0,0,0,0,0,0,0
ENSG00000294065,0,0,0,0,0,0,0,0
ENSG00000294066,0,0,0,0,0,0,0,0
ENSG00000294067,2,0,0,0,0,0,0,0
ENSG00000294068,0,0,0,0,0,0,0,0
ENSG00000294069,0,0,0,0,0,0,0,0
ENSG00000294070,0,0,0,0,0,1,0,0
ENSG00000294071,1,0,0,0,3,0,0,2
ENSG00000294072,0,0,3,2,0,0,0,0
ENSG00000294073,0,0,0,0,0,0,0,0
ENSG00000294074,0,0,0,0,0,0,0,0
ENSG00000294075,40,36,17,34,3,0,7,7
ENSG00000294076,0,0,0,0,0,0,0,0
ENSG00000294077,0,0,0,0,0,0,0,0
ENSG00000294078,0,0,0,0,0,0,0,0
ENSG00000294079,0,0,0,0,0,0,0,0
ENSG00000294080,0,0,0,2,0,1,0,0
ENSG00000294081,0,0,0,0,0,0,0,0
ENSG00000294082,0,0,0,0,6,1,0,2
ENSG00000294083,0,0,0,0,1,0,0,0
ENSG00000294084,0,1,0,1,2,0,0,0
ENSG00000294085,0,0,0,0,0,0,0,0
ENSG00000294086,0,0,0,0,0,0,0,0
ENSG00000294087,0,0,0,0,1,0,0,0
ENSG00000294088,0,0,0,0,0,0,0,0
ENSG00000294089,1,0,0,0,0,0,1,0
ENSG00000294090,0,0,0,0,0,0,0,0
ENSG00000294091,5,6,6,4,4,0,0,1
ENSG00000294092,0,0,0,0,0,0,0,0
ENSG00000294093,0,0,0,0,0,0,0,0
ENSG00000294094,0,0,0,0,0,0,0,0
ENSG00000294095,0,2,0,2,1,0,0,4
ENSG00000294096,0,0,0,0,0,0,0,0
ENSG00000294097,0,0,0,0,0,0,0,1
ENSG00000294098,0,0,0,0,0,0,0,0
ENSG00000294099,4,4,2,9,2,1,1,2
ENSG00000294100,0,0,0,0,0,0,0,0
ENSG00000294101,0,0,0,0,0,1,0,0
ENSG00000294102,0,0,0,0,0,0,0,0
ENSG00000294103,0,0,0,0,0,0,0,0
ENSG00000294104,10,13,1,10,0,0,0,0
ENSG00000294105,0,0,0,0,0,0,0,0
ENSG00000294106,0,0,0,0,0,0,0,0
ENSG00000294107,102,133,139,175,0,0,0,1
ENSG00000294108,0,0,0,0,0,0,0,0
ENSG00000294109,1,7,1,2,1,1,0,2
ENSG00000294110,0,0,0,0,0,0,0,1
ENSG00000294111,3,10,9,6,2,0,1,2
ENSG00000294112,0,0,0,0,0,0,0,0
ENSG00000294113,0,0,0,0,0,0,0,0
ENSG00000294114,0,0,0,0,0,0,0,0
ENSG00000294115,0,0,1,2,1,1,0,2
ENSG00000294116,0,0,0,0,0,0,0,0
ENSG00000294117,0,2,2,13,0,0,0,2
ENSG00000294118,44,40,42,52,4,2,1,5
ENSG00000294119,2,8,6,9,0,0,0,0
ENSG00000294120,0,0,0,0,0,0,0,0
ENSG00000294121,0,0,0,0,3,0,3,8
ENSG00000294122,0,0,0,0,0,0,0,0
ENSG00000294123,0,0,0,0,0,0,0,0
ENSG00000294124,0,0,0,0,0,0,0,0
ENSG00000294125,0,0,0,5,0,0,0,0
